OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_CAL1,SOL_PH1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_CAL2,SOL_PH2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_CAL3,SOL_PH3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_CAL4,SOL_PH4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_CAL5,SOL_PH5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_CAL6,SOL_PH6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_CAL7,SOL_PH7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_CAL8,SOL_PH8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_CAL9,SOL_PH9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL10,SOL_PH10
142,,1,s142,,1,3,C,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.69199223916962,0.149317410499513,12.3618490228662,0.151162790697674,11.69125,27.8421875,60.4665625,0,0.165529064626673,0.265909690930023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,1,s143,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.70604526959784,0.145724314307039,16.2056761621751,0.116279069767442,11.69125,27.8421875,60.4665625,0,0.16494200321723,0.26602512586878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,1,s144,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.70604526959784,0.145724314307039,16.2056761621751,0.116279069767442,11.69125,27.8421875,60.4665625,0,0.16494200321723,0.26602512586878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,1,s145,,1,3,C,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,,1,s146,,1,3,A,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,,1,s147,,1,3,C,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,1,s148,,1,3,C,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,1,s149,,1,3,C,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,1,s150,,1,3,A,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,1,s151,,1,3,C,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.73540874264095,0.137944408132728,8.62394251362363,0.0581395348837209,11.69125,27.8421875,60.4665625,0,0.168582924742016,0.266177277514611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,1,s152,,1,3,C,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.65107376161481,0.161826071449069,39.7331463567529,0.627906976744186,18.2267857142857,29.4485714285714,52.3246428571429,0,0.156969573421099,0.267536705031541,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,1,s153,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,1,s154,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,1,s155,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,1,s156,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,,1,s157,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,1,s158,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,1,s159,,1,3,B,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,1,s160,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,1,s161,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.78827849876451,0.122947991994107,0.892659523393972,0.116279069767442,25.13,42.8816666666667,31.9883333333333,0,0.163719499810364,0.337454405504609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,1,s162,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.78827849876451,0.122947991994107,0.892659523393972,0.116279069767442,25.13,42.8816666666667,31.9883333333333,0,0.163719499810364,0.337454405504609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,1,s163,,1,3,A,1500,0.5,0.5,,250,1.35649642995875,0.165009502017328,14.0665667494598,1.88372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164841471429812,0.133217363607259,0,0,0,750,1.45855662496085,0.162289303534659,11.1678605948459,0.941860465116279,2.65357142857143,10.0364285714286,87.31,0,0.168739640490265,0.116471364504552,0,0,0,1500,1.63711211343774,0.16148570284295,10.571699725809,0.174418604651163,3.92666666666667,20.2633333333333,75.81,0,0.17503727057428,0.216492454329364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,,1,s164,,1,3,B,1500,0.5,0.5,,250,1.35649642995875,0.165009502017328,14.0665667494598,1.88372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164841471429812,0.133217363607259,0,0,0,750,1.45855662496085,0.162289303534659,11.1678605948459,0.941860465116279,2.65357142857143,10.0364285714286,87.31,0,0.168739640490265,0.116471364504552,0,0,0,1500,1.63711211343774,0.16148570284295,10.571699725809,0.174418604651163,3.92666666666667,20.2633333333333,75.81,0,0.17503727057428,0.216492454329364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,1,s165,,1,3,B,1500,0.5,0.5,,250,1.35649642995875,0.165009502017328,14.0665667494598,1.88372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164841471429812,0.133217363607259,0,0,0,750,1.45855662496085,0.162289303534659,11.1678605948459,0.941860465116279,2.65357142857143,10.0364285714286,87.31,0,0.168739640490265,0.116471364504552,0,0,0,1500,1.63711211343774,0.16148570284295,10.571699725809,0.174418604651163,3.92666666666667,20.2633333333333,75.81,0,0.17503727057428,0.216492454329364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,,1,s166,,1,3,A,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,,1,s167,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,,1,s168,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
